report_name,status,scopes_present,years_present,year,scope,page,value,unit,unit_normalized,label,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,unit_0,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,unit_9,unit_10,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,1,50,322.84,tonnes of CO2 equivalents,t CO2e,Scope 1 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2019,2lb,50,406.6,tonnes of CO2 equivalents,t CO2e,Scope 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,2lb,49,398.14,metric tons of CO2 equivalents,t CO2e,Scope 2 – Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,2lb,50,398.14,tonnes of CO2 equivalents,t CO2e,Scope 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2019,3,50,3637.97,tonnes of CO2 equivalents,t CO2e,Scope 3 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,3,49,1310.1,metric tons of CO2 equivalents,t CO2e,Scope 3 – Indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2020,3,50,1310.1,tonnes of CO2 equivalents,t CO2e,Scope 3 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aixtron_2020_report,partial,"['1', '2lb', '3']","['2019', '2020']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2019,1,142,68.51,tCO2e,t CO2e,Scope 1 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2020,1,142,0.0,tCO2e,t CO2e,Scope 1 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,1,125,7.31,t CO2eq,t CO2e,Scope 1 /Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,1,142,7.31,tCO2e,t CO2e,Scope 1 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2019,2lb,142,436.43,tCO2e,t CO2e,Scope 2 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2020,2lb,142,91.69,tCO2e,t CO2e,Scope 2 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,2lb,125,30.39,t CO2eq,t CO2e,Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,2lb,142,30.39,tCO2e,t CO2e,Scope 2 CO 2 emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allfunds group_2021_report,partial,"['1', '2lb']","['2019', '2020', '2021']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2019,1,92,42.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2020,1,78,28714.0,t CO2e,t CO2e,Scope 1 – Direct GHG emissions,[28714],[28714],[28714],[28714],[28714.0],[28714.0],[28714],[28714],[28714],[28714.0],[28714],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2020,1,92,29.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,[28714],[28714],[28714],[28714],[28714.0],[28714.0],[28714],[28714],[28714],[28714.0],[28714],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2021,1,78,28699.0,t CO2e,t CO2e,Scope 1 – Direct GHG emissions,[28699],[28699],[28699],[28699],[28699.0],[28699.0],[28699],[28699],[28699],[28699.0],[28699],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2021,1,92,29.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,[28699],[28699],[28699],[28699],[28699.0],[28699.0],[28699],[28699],[28699],[28699.0],[28699],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2022,1,78,30953.0,t CO2e,t CO2e,Scope 1 – Direct GHG emissions,[30953],[30953],[30953],[30953],[30953.0],[30953.0],[30953],[30953],[30953],[30953.0],[30953],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2022,1,92,31.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 1/Scope 1,[30953],[30953],[30953],[30953],[30953.0],[30953.0],[30953],[30953],[30953],[30953.0],[30953],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['total'],['Scope 1 – Direct GHG emissions'],[nan],[nan],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions'],['Scope 1 – Direct GHG emissions']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2020,2lb,78,180826.0,t CO2e,t CO2e,Scope 2 – Indirect GHG emissions (location based),[180826],[180826],[180826],[180826],[180826.0],[180826.0],[180826],[180826],[180826],[180826.0],[180826],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['total'],['Scope 2 – Indirect GHG emissions (location based)'],[nan],[nan],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2021,2lb,78,149599.0,t CO2e,t CO2e,Scope 2 – Indirect GHG emissions (location based),[149599],[149599],[149599],[149599],[149599.0],[149599.0],[149599],[149599],[149599],[149599.0],[149599],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['total'],['Scope 2 – Indirect GHG emissions (location based)'],[nan],[nan],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2022,2lb,78,138339.0,t CO2e,t CO2e,Scope 2 – Indirect GHG emissions (location based),[138339],[138339],[138339],[138339],[138339.0],[138339.0],[138339],[138339],[138339],[138339.0],[138339],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['total'],['Scope 2 – Indirect GHG emissions (location based)'],[nan],[nan],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)'],['Scope 2 – Indirect GHG emissions (location based)']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2019,2mb,92,143.0,ktCO₂eq,kt CO2e,Scope 2 – market based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2020,2mb,78,100722.0,t CO2e,t CO2e,Scope 2 – Indirect GHG emissions (market based)/Scope 2 – Indirect GHG emissions (market based),[100722],[100722],[100722],[100722],[100722.0],[100722.0],[100722],[100722],[100722],[100722.0],[100722],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['total'],['Scope 2 – Indirect GHG emissions (market based)'],[nan],[nan],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)']
Allianz_2022_report,complete,"['1', '2lb', '2mb', '3']","['2019', '2020', '2021', '2022']",2020,2mb,92,101.0,ktCO₂eq,kt CO2e,Allianz Group operational greenhouse gas emissions - Scope 2 - market based,[100722],[100722],[100722],[100722],[100722.0],[100722.0],[100722],[100722],[100722],[100722.0],[100722],['t CO2e'],['t CO2e'],['t CO₂e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['t CO2e'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['total'],['Scope 2 – Indirect GHG emissions (market based)'],[nan],[nan],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)'],['Scope 2 – Indirect GHG emissions (market based)']
